"";"sofifa_id";"short_name";"age";"league_name";"overall";"value_eur";"preferred_foot";"team_position";"pace";"shooting";"passing";"dribbling";"defending";"physic";"BMI";"log_value_eur"
"46";183711;"J. Henderson";30;"English Premier League";86;36500000;"Right";"Midfielder";65;74;84;79;81;82;0,041405;17,4128228185527
"47";189332;"Jordi Alba";31;"Spain Primera Division";86;32000000;"Left";"Defender";88;69;81;83;78;72;0,0425;17,281246460764
"48";189596;"T. Müller";30;"German 1. Bundesliga";86;42000000;"Right";"Midfielder";68;82;82;78;56;71;0,046128;17,5531801762476
"49";204963;"Carvajal";28;"Spain Primera Division";86;38000000;"Right";"Defender";80;54;78;80;82;80;0,0409986301369863;17,4530967176907
"50";208830;"J. Vardy";33;"English Premier League";86;28000000;"Right";"Forward";88;85;66;78;55;75;0,0432986486486487;17,1477150681395
"51";235790;"K. Havertz";21;"English Premier League";85;57000000;"Left";"Midfielder";84;81;79;85;45;67;0,0425831325301205;17,8585618257988
"52";235243;"M. de Ligt";20;"Italian Serie A";85;49500000;"Right";"Defender";72;59;66;69;85;84;0,0401359550561798;17,7174832275389
"53";231677;"M. Rashford";22;"English Premier League";85;53000000;"Right";"Midfielder";91;83;78;86;45;78;0,0494228571428572;17,7858024715164
"54";222492;"L. Sané";24;"German 1. Bundesliga";85;51500000;"Left";"Midfielder";93;81;79;86;38;67;0,044652;17,757092365634
"55";228702;"F. de Jong";23;"Spain Primera Division";85;50500000;"Right";"Midfielder";80;64;84;87;76;77;0,0437837837837838;17,7374838942456
"56";207865;"Marquinhos";26;"French Ligue 1";85;44000000;"Right";"Defender";72;41;73;70;87;78;0,044652;17,5997001918825
"57";220440;"C. Lenglet";25;"Spain Primera Division";85;44500000;"Left";"Defender";74;45;67;65;87;81;0,0427111111111111;17,6109997471365
"58";223848;"S. Milinković-Savić";25;"Italian Serie A";85;49000000;"Right";"Midfielder";69;79;80;83;79;85;0,0480013157894737;17,7073308560749
"59";232363;"M. Škriniar";25;"Italian Serie A";85;44500000;"Right";"Defender";69;41;59;66;87;81;0,04418;17,6109997471365
"60";202556;"M. Depay";26;"French Ligue 1";85;48500000;"Right";"Forward";86;83;81;84;32;80;0,0397128205128205;17,6970743559077
"61";212188;"T. Werner";24;"English Premier League";85;49500000;"Right";"Forward";91;85;69;84;35;71;0,0426315789473684;17,7174832275389
"62";231866;"Rodri";24;"English Premier League";85;44000000;"Right";"Midfielder";65;68;77;77;82;79;0,0444890243902439;17,5997001918825
"63";206113;"S. Gnabry";24;"German 1. Bundesliga";85;47500000;"Right";"Midfielder";82;83;78;86;43;70;0,0408333333333333;17,6762402690049
"64";210243;"Ricardo Pereira";26;"English Premier League";85;40500000;"Right";"Defender";83;66;79;82;81;76;0,04375;17,5168125320768
"65";192505;"R. Lukaku";27;"Italian Serie A";85;45000000;"Left";"Forward";81;83;76;75;38;84;0,0388095744680851;17,6221730477346
"66";198706;"Luis Alberto";27;"Italian Serie A";85;44000000;"Right";"Midfielder";74;76;86;85;58;59;0,0452554054054054;17,5997001918825
"67";201399;"M. Icardi";27;"French Ligue 1";85;45000000;"Right";"Forward";73;85;65;78;36;68;0,0436813333333333;17,6221730477346
"68";208670;"H. Ziyech";27;"English Premier League";85;44000000;"Left";"Defender";80;76;87;84;50;66;0,0504015384615385;17,5997001918825
"69";164240;"Thiago Silva";35;"English Premier League";85;11500000;"Right";"Defender";59;54;72;71;86;78;0,0423911392405063;16,2578575933335
"70";175943;"D. Mertens";33;"Italian Serie A";85;24000000;"Right";"Forward";86;82;80;89;35;51;0,0468213114754098;16,9935643883122
"71";180206;"M. Pjanić";30;"Spain Primera Division";85;35500000;"Right";"Midfielder";67;68;87;85;75;67;0,0440055555555556;17,3850432544456
"72";181291;"G. Wijnaldum";29;"English Premier League";85;37000000;"Right";"Midfielder";76;75;81;86;78;79;0,0443840579710145;17,4264284706085
"73";182493;"D. Godín";34;"Italian Serie A";85;14500000;"Right";"Defender";57;48;64;61;87;79;0,0448320512820513;16,4896592073908
"74";184087;"T. Alderweireld";31;"English Premier League";85;28500000;"Right";"Defender";63;55;72;67;87;79;0,0427111111111111;17,1654146452389
"75";184344;"L. Bonucci";33;"Italian Serie A";85;18000000;"Right";"Defender";60;58;69;70;87;77;0,0424705882352941;16,7058823158604
"76";188350;"M. Reus";31;"German 1. Bundesliga";85;34000000;"Right";"Midfielder";80;86;84;85;45;63;0,0456338028169014;17,3418710825804
"77";188377;"K. Walker";30;"English Premier League";85;30500000;"Right";"Defender";92;63;76;77;80;82;0,0478414285714286;17,2332372415776
"78";189509;"Thiago";29;"English Premier League";85;37000000;"Right";"Defender";64;72;85;90;70;62;0,0432514285714286;17,4264284706085
"79";189513;"Parejo";31;"Spain Primera Division";85;33000000;"Right";"Midfielder";50;83;90;81;71;69;0,0447621621621622;17,3120181194308
"80";190460;"C. Eriksen";28;"Italian Serie A";85;39000000;"Right";"Midfielder";72;81;88;81;53;63;0,0431065789473684;17,4790722040939
"81";191043;"Alex Sandro";29;"Italian Serie A";85;31500000;"Left";"Defender";81;65;77;80;81;81;0,0405;17,2654981037959
"82";193747;"Koke";28;"Spain Primera Division";85;38000000;"Right";"Midfielder";67;75;85;81;76;80;0,0402285714285714;17,4530967176907
"83";198219;"L. Insigne";29;"Italian Serie A";85;37500000;"Right";"Forward";88;78;83;91;36;44;0,0450322033898305;17,4398514909406
"84";204485;"R. Mahrez";29;"English Premier League";85;37500000;"Left";"Forward";83;79;81;90;38;59;0,0478223880597015;17,4398514909406
"85";239085;"E. Haaland";19;"German 1. Bundesliga";84;45000000;"Left";"Forward";84;87;63;76;43;85;0,0427681818181818;17,6221730477346
"86";231478;"L. Martínez";22;"Italian Serie A";84;44500000;"Right";"Forward";83;82;71;85;48;82;0,0373777777777778;17,6109997471365
"87";230142;"Oyarzabal";23;"Spain Primera Division";84;42500000;"Left";"Forward";81;82;80;84;41;63;0,0414696202531646;17,5650146338946
"88";212190;"N. Süle";24;"German 1. Bundesliga";84;37500000;"Right";"Defender";69;42;59;49;85;81;0,039201030927835;17,4398514909406
"89";230658;"Arthur";23;"Italian Serie A";84;41000000;"Right";"Defender";66;73;82;87;75;71;0,0400561643835616;17,5290826246686
"90";209658;"L. Goretzka";25;"German 1. Bundesliga";84;39500000;"Right";"Midfielder";78;78;80;82;77;85;0,0470013157894737;17,4918112298713
"91";211300;"A. Martial";24;"English Premier League";84;41000000;"Right";"Forward";89;83;74;87;41;72;0,0445473684210526;17,5290826246686
"92";212194;"J. Brandt";24;"German 1. Bundesliga";84;40500000;"Right";"Defender";81;78;82;87;51;66;0,0412349397590362;17,5168125320768
"93";213345;"K. Coman";24;"German 1. Bundesliga";84;40500000;"Right";"Defender";93;76;77;87;29;59;0,0427213333333333;17,5168125320768
"94";216460;"J. Giménez";25;"Spain Primera Division";84;36000000;"Right";"Defender";67;45;53;54;86;83;0,04278125;17,3990294964204
"95";226790;"W. Ndidi";23;"English Premier League";84;36500000;"Right";"Midfielder";71;62;68;74;87;84;0,0452554054054054;17,4128228185527
"96";208421;"Saúl";25;"Spain Primera Division";84;38500000;"Left";"Midfielder";68;79;79;81;78;79;0,0445473684210526;17,466168799258
"97";198176;"S. de Vrij";28;"Italian Serie A";84;30500000;"Right";"Defender";68;41;62;68;86;75;0,0457961538461538;17,2332372415776
"98";200458;"L. Digne";26;"English Premier League";84;31500000;"Left";"Defender";78;69;80;79;80;76;0,0428162162162162;17,2654981037959
"99";209889;"R. Guerreiro";26;"German 1. Bundesliga";84;36500000;"Left";"Midfielder";74;78;84;87;73;57;0,0407042253521127;17,4128228185527
"100";209989;"T. Partey";27;"Spain Primera Division";84;35000000;"Right";"Midfielder";71;74;81;81;82;85;0,044448051948052;17,3708586194537
"101";216352;"M. Brozović";27;"Italian Serie A";84;32000000;"Right";"Midfielder";63;74;80;81;79;78;0,0481779411764706;17,281246460764
"102";135507;"Fernandinho";35;"English Premier League";84;9500000;"Right";"Defender";64;72;78;78;85;79;0,0478223880597015;16,0668023565708
"103";146536;"Jesús Navas";34;"Spain Primera Division";84;11000000;"Right";"Defender";87;69;79;83;80;58;0,0493066666666667;16,2134058307626
"104";176266;"Lucas Leiva";33;"Italian Serie A";84;15000000;"Right";"Midfielder";60;66;76;78;83;71;0,0410782051282051;16,5235607590665
"105";177413;"A. Witsel";31;"German 1. Bundesliga";84;23500000;"Right";"Midfielder";63;73;81;79;82;82;0,0427111111111111;16,9725109791144
"106";184432;"Azpilicueta";30;"English Premier League";84;24500000;"Right";"Defender";67;55;77;72;84;76;0,0411480519480519;17,014183675515
"107";190483;"Douglas Costa";29;"Italian Serie A";84;30500000;"Left";"Defender";93;73;79;91;43;59;0,0422628571428571;17,2332372415776
"108";192629;"Iago Aspas";32;"Spain Primera Division";84;25000000;"Left";"Forward";82;85;78;86;35;63;0,0462328358208955;17,0343863828325
"109";193474;"I. Gueye";30;"French Ligue 1";84;25500000;"Right";"Midfielder";69;61;71;78;85;79;0,0458727272727273;17,0541890101287
"110";197445;"D. Alaba";28;"German 1. Bundesliga";84;27500000;"Left";"Defender";77;70;81;79;83;76;0,0415384615384615;17,1296965626368
"111";197781;"Isco";28;"Spain Primera Division";84;31500000;"Right";"Defender";68;75;82;90;59;59;0,0392101265822785;17,2654981037959
"112";199451;"W. Ben Yedder";29;"French Ligue 1";84;31000000;"Right";"Forward";84;83;77;87;39;63;0,0425;17,2494977624494
"113";200647;"J. Iličić";32;"Italian Serie A";84;25000000;"Left";"Forward";70;86;84;85;43;68;0,0456962025316456;17,0343863828325
"114";204838;"R. Jiménez";29;"English Premier League";84;31000000;"Right";"Forward";78;82;76;82;49;83;0,0436345679012346;17,2494977624494
"115";207863;"Felipe";31;"Spain Primera Division";84;23000000;"Right";"Defender";62;41;58;61;86;86;0,0434939759036145;16,9510047738934
"116";239053;"F. Valverde";21;"Spain Primera Division";83;36000000;"Right";"Defender";86;74;78;79;77;80;0,0424666666666667;17,3990294964204
"117";222665;"M. Ødegaard";21;"Spain Primera Division";83;36000000;"Left";"Defender";78;75;84;85;58;63;0,0465941176470588;17,3990294964204
"118";231443;"O. Dembélé";23;"Spain Primera Division";83;35500000;"Left";"Forward";92;77;77;87;36;56;0,047289552238806;17,3850432544456
"119";211688;"Gayà";25;"Spain Primera Division";83;30500000;"Left";"Defender";84;61;78;80;79;70;0,0448242424242424;17,2332372415776
"120";225100;"J. Gomez";23;"English Premier League";83;31000000;"Right";"Defender";82;30;66;69;83;80;0,0459012987012987;17,2494977624494
"121";225953;"S. Bergwijn";22;"English Premier League";83;34500000;"Right";"Defender";87;79;78;85;39;72;0,0406205128205128;17,3564698820016
"122";228618;"F. Mendy";25;"Spain Primera Division";83;30500000;"Left";"Defender";92;64;76;79;78;82;0,0443835616438356;17,2332372415776
"123";229880;"A. Wan-Bissaka";22;"English Premier League";83;30500000;"Right";"Defender";86;51;68;80;82;74;0,0465125;17,2332372415776
"124";235212;"A. Hakimi";21;"Italian Serie A";83;35000000;"Right";"Midfielder";94;70;76;82;72;76;0,0448780821917808;17,3708586194537
"125";210413;"A. Romagnoli";25;"Italian Serie A";83;30000000;"Left";"Defender";70;40;56;69;85;78;0,0453128205128205;17,2167079396264
"126";211117;"D. Alli";24;"English Premier League";83;34000000;"Right";"Defender";72;80;79;83;71;79;0,04418;17,3418710825804
"127";221363;"D. van de Beek";23;"English Premier League";83;33000000;"Right";"Defender";70;80;78;78;72;80;0,0457513513513514;17,3120181194308
"128";229261;"D. Zakaria";23;"German 1. Bundesliga";83;30500000;"Right";"Midfielder";83;64;75;77;81;85;0,045125;17,2332372415776
"129";230666;"Gabriel Jesus";23;"English Premier League";83;34500000;"Right";"Forward";85;82;72;87;42;71;0,0419520547945205;17,3564698820016
"130";205600;"S. Umtiti";26;"Spain Primera Division";83;28500000;"Left";"Defender";66;62;69;69;83;79;0,0441653333333333;17,1654146452389
"131";207410;"M. Kovačić";26;"English Premier League";83;31500000;"Right";"Defender";75;69;83;88;69;70;0,03872;17,2654981037959
"132";210514;"João Cancelo";26;"English Premier League";83;28000000;"Right";"Defender";86;65;79;83;77;70;0,0447621621621622;17,1477150681395
"133";227928;"Nélson Semedo";26;"Spain Primera Division";83;28000000;"Right";"Defender";92;57;69;82;77;76;0,0467597014925373;17,1477150681395
"134";204923;"M. Sabitzer";26;"German 1. Bundesliga";83;31000000;"Right";"Midfielder";80;83;80;80;65;78;0,0416894736842105;17,2494977624494
"135";219693;"Diego Carlos";27;"Spain Primera Division";83;27000000;"Right";"Defender";77;47;63;67;82;83;0,039796511627907;17,1113474239686
"136";192774;"K. Manolas";29;"Italian Serie A";83;24500000;"Right";"Defender";82;25;42;60;85;79;0,0430373493975904;17,014183675515
"137";197061;"J. Matip";28;"English Premier League";83;25500000;"Right";"Defender";60;46;68;68;85;78;0,0418177777777778;17,0541890101287
"138";205069;"Juan Bernat";27;"French Ligue 1";83;25500000;"Left";"Forward";81;64;79;83;76;67;0,0431343283582089;17,0541890101287
"139";216594;"N. Fekir";26;"Spain Primera Division";83;30500000;"Left";"Midfielder";79;82;81;87;38;79;0,0399053333333333;17,2332372415776
"140";41236;"Z. Ibrahimović";38;"Italian Serie A";83;9500000;"Right";"Forward";52;88;77;79;34;77;0,0400263157894737;16,0668023565708
"141";162347;"João Moutinho";33;"English Premier League";83;15000000;"Right";"Midfielder";56;75;86;83;72;66;0,0473770491803279;16,5235607590665
"142";173731;"G. Bale";30;"English Premier League";83;24500000;"Left";"Defender";88;84;82;80;58;73;0,0417378048780488;17,014183675515
"143";176676;"Marcelo";32;"Spain Primera Division";83;16000000;"Left";"Defender";79;73;80;88;76;76;0,040368;16,5880992802041
"144";178518;"R. Nainggolan";32;"Italian Serie A";83;20000000;"Right";"Forward";71;80;80;83;83;81;0,0476553846153846;16,8112428315183
"145";180930;"E. Džeko";34;"Italian Serie A";83;13500000;"Right";"Forward";59;84;71;75;46;73;0,04656125;16,4182002434087
"146";181872;"A. Vidal";33;"Italian Serie A";83;15000000;"Right";"Defender";65;79;79;78;83;86;0,0432;16,5235607590665
"147";183512;"Yuri Berchiche";30;"Spain Primera Division";83;20500000;"Left";"Defender";83;68;76;76;80;83;0,04095125;16,8359354441086
"148";184134;"Fernando";32;"Spain Primera Division";83;17000000;"Right";"Midfielder";66;62;74;73;82;82;0,0440644736842105;16,6487239020205
"149";186345;"K. Trippier";29;"Spain Primera Division";83;21500000;"Right";"Defender";73;60;81;77;79;72;0,0421535211267606;16,8835634930979
"150";186942;"I. Gündoğan";29;"English Premier League";83;25000000;"Right";"Defender";66;74;84;84;72;71;0,0405;17,0343863828325
"151";189242;"Coutinho";28;"Spain Primera Division";83;26000000;"Right";"Defender";72;79;82;89;52;59;0,0435058823529412;17,0736070959858
"152";189575;"Muniain";27;"Spain Primera Division";83;27000000;"Right";"Midfielder";81;75;80;87;51;60;0,0437878787878788;17,1113474239686
"153";193301;"A. Lacazette";29;"English Premier League";83;26000000;"Right";"Forward";76;82;75;84;46;75;0,0402285714285714;17,0736070959858
"154";198717;"W. Zaha";27;"English Premier League";83;27000000;"Right";"Forward";90;75;72;87;34;75;0,0490909090909091;17,1113474239686
"155";199042;"C. Aránguiz";31;"German 1. Bundesliga";83;19500000;"Right";"Midfielder";60;72;82;81;78;73;0,0417728571428571;16,785925023534
"156";199564;"Sergi Roberto";28;"Spain Primera Division";83;22000000;"Right";"Defender";77;63;81;78;77;73;0,0465941176470588;16,9065530113226
"157";199845;"F. Acerbi";32;"Italian Serie A";83;16500000;"Left";"Defender";62;50;62;63;86;83;0,0418909090909091;16,6188709388708
"158";199914;"Allan";29;"English Premier League";83;25000000;"Right";"Midfielder";73;71;77;82;85;83;0,0413851351351351;17,0343863828325
"159";200949;"Lucas Moura";27;"English Premier League";83;27000000;"Right";"Midfielder";92;78;72;87;43;67;0,0432514285714286;17,1113474239686
"160";203486;"T. Hazard";27;"German 1. Bundesliga";83;27000000;"Right";"Defender";84;77;81;86;52;67;0,0431338028169014;17,1113474239686
"161";205070;"Portu";28;"Spain Primera Division";83;26000000;"Right";"Forward";90;79;81;82;59;79;0,0422560606060606;17,0736070959858
"162";205498;"Jorginho";28;"English Premier League";83;25500000;"Right";"Midfielder";55;65;84;80;72;73;0,0476470588235294;17,0541890101287
"163";208093;"Gerard Moreno";28;"Spain Primera Division";83;27000000;"Left";"Forward";76;84;76;80;46;73;0,0420779220779221;17,1113474239686
"164";208574;"F. Kostić";27;"German 1. Bundesliga";83;27000000;"Left";"Midfielder";88;76;79;83;68;80;0,0412878048780488;17,1113474239686
"165";215333;"D. Zapata";29;"Italian Serie A";83;26000000;"Right";"Forward";75;81;59;78;37;83;0,0405920454545455;17,0736070959858
"166";224334;"M. Acuña";28;"Spain Primera Division";83;22000000;"Left";"Defender";76;74;82;86;78;82;0,0428753623188406;16,9065530113226
"167";245279;"Reguilón";23;"English Premier League";82;27500000;"Left";"Defender";85;55;73;78;78;70;0,0465941176470588;17,1296965626368
"168";226271;"Fabián";24;"Italian Serie A";82;30000000;"Left";"Midfielder";63;78;78;83;74;68;0,05103;17,2167079396264
"169";220814;"L. Hernández";24;"German 1. Bundesliga";82;26500000;"Left";"Defender";77;54;70;71;83;79;0,0435842105263158;17,0926552909565
"170";224293;"Rúben Neves";23;"English Premier League";82;29000000;"Right";"Midfielder";61;75;84;77;71;73;0,0405;17,1828063879507
"171";226226;"G. Lo Celso";24;"English Premier League";82;29000000;"Left";"Midfielder";77;77;82;85;65;73;0,0460720588235294;17,1828063879507
"172";220834;"Marco Asensio";24;"Spain Primera Division";82;29000000;"Left";"Defender";79;80;81;83;43;61;0,0435842105263158;17,1828063879507
"173";225375;"K. Laimer";23;"German 1. Bundesliga";82;26000000;"Right";"Midfielder";85;68;78;78;80;77;0,045;17,0736070959858
"174";203263;"H. Maguire";27;"English Premier League";82;24000000;"Right";"Defender";50;53;69;71;82;85;0,037636;16,9935643883122
"175";214997;"A. Correa";25;"Spain Primera Division";82;28000000;"Right";"Midfielder";84;80;75;87;54;70;0,0417728571428571;17,1477150681395
"176";226110;"N. Pépé";25;"English Premier League";82;28000000;"Left";"Forward";89;78;75;84;33;66;0,0458753424657534;17,1477150681395
"177";226161;"Marcos Llorente";25;"Spain Primera Division";82;27500000;"Right";"Defender";84;74;79;81;78;82;0,0457513513513514;17,1296965626368
"178";208333;"E. Can";26;"German 1. Bundesliga";82;26500000;"Right";"Defender";74;78;79;80;83;87;0,0402279069767442;17,0926552909565
"179";201153;"Morata";27;"Spain Primera Division";82;26000000;"Right";"Forward";80;80;71;81;31;77;0,0429761904761905;17,0736070959858
"180";201305;"Gabriel Paulista";29;"Spain Primera Division";82;21000000;"Right";"Defender";68;49;71;65;84;83;0,0475347222222222;16,8600329956877
"181";205632;"L. Ocampos";25;"Spain Primera Division";82;26500000;"Right";"Forward";82;83;78;83;63;84;0,0420761904761905;17,0926552909565
"182";207862;"M. Ginter";26;"German 1. Bundesliga";82;23000000;"Right";"Defender";61;58;70;65;85;78;0,0424197674418605;16,9510047738934
"183";217940;"D. Djené";28;"Spain Primera Division";82;21500000;"Right";"Defender";72;37;62;61;84;80;0,0440055555555556;16,8835634930979
"184";157481;"Raúl Albiol";34;"Spain Primera Division";82;8000000;"Right";"Defender";45;41;62;63;86;75;0,0472554054054054;15,8949520996441
"185";168651;"I. Rakitić";32;"Spain Primera Division";82;17000000;"Right";"Midfielder";61;79;85;78;75;69;0,0434051282051282;16,6487239020205
"186";176635;"M. Özil";31;"English Premier League";82;19500000;"Left";"Forward";64;69;85;83;24;55;0,0456338028169014;16,785925023534
"187";177388;"D. Payet";33;"French Ligue 1";82;13500000;"Right";"Forward";70;79;84;85;39;67;0,0397727272727273;16,4182002434087
"188";177457;"L. Bender";31;"German 1. Bundesliga";82;16000000;"Right";"Defender";60;64;72;72;84;77;0,0438782051282051;16,5880992802041
"189";180403;"Willian";31;"English Premier League";82;19500000;"Right";"Defender";82;79;80;85;49;59;0,0397727272727273;16,785925023534
"190";181458;"I. Perišić";31;"Italian Serie A";82;19500000;"Left";"Defender";79;81;78;78;62;76;0,043245;16,785925023534
"191";183907;"J. Boateng";31;"German 1. Bundesliga";82;16500000;"Right";"Defender";70;50;72;65;82;79;0,04096;16,6188709388708
"192";185103;"A. Kolarov";34;"Italian Serie A";82;8000000;"Left";"Defender";68;74;81;76;82;77;0,0431716049382716;15,8949520996441
"193";186561;"A. Ramsey";29;"Italian Serie A";82;21500000;"Right";"Midfielder";68;77;79;80;68;73;0,0440644736842105;16,8835634930979
"194";190286;"Canales";29;"Spain Primera Division";82;21500000;"Left";"Midfielder";78;80;83;83;65;68;0,0476553846153846;16,8835634930979
"195";198329;"Rodrigo";29;"English Premier League";82;22000000;"Left";"Defender";91;79;76;81;44;71;0,0430181818181818;16,9065530113226
"196";198710;"J. Rodríguez";28;"English Premier League";82;22500000;"Left";"Forward";53;86;85;86;50;63;0,0432;16,9290258671746
"197";202857;"K. Bellarabi";30;"German 1. Bundesliga";82;21000000;"Right";"Midfielder";90;76;74;85;34;72;0,0417975308641975;16,8600329956877
"198";204970;"F. Thauvin";27;"French Ligue 1";82;23000000;"Left";"Forward";82;80;81;82;41;68;0,0457728571428571;16,9510047738934
"199";208418;"Y. Carrasco";26;"Spain Primera Division";82;24000000;"Right";"Forward";91;81;75;84;36;65;0,0455013888888889;16,9935643883122
